file_id,implementation,connection_duration,version_negotiation_occurred,retry_occurred,migration_type,first_path_validation_response_latency,path_validation_initiated,packets_sent_client,packets_sent_server,handshake_duration,time_to_migration,migration_duration,packets_before_migration,total_bidi_streams_client_init,total_udi_streams_client_init
16524068,quiche,12.180767003416282,1,1,BEFORE_DOWNLOAD,0.4789602419190602,1.0,13,12,7.415141339851458,7.057771922107421,0.7132536168868889,13,1,4
14534619,quicgo,2.74118147623244,0,0,BEFORE_DOWNLOAD,0.0541990929072395,1.0,10,9,2.119328371285269,4.6337444645524,0.0928052876272926,11,1,1
14207827,nginx,899.0101853026592,0,0,AFTER_DOWNLOAD,0.3779818397810517,1.0,13,7,17.499460678813083,58.20455042426664,0.8863033871658677,12,1,4
2647425,aioquic,143.81102331605584,0,0,BEFORE_DOWNLOAD,0.382797370161792,1.0,9,9,9.999016260259374,28.297664436949677,0.900067817692182,12,1,4
3975961,quicgo,2.1709255829519334,0,0,BEFORE_DOWNLOAD,0.0527673053524385,1.0,9,9,1.6666225472205274,0.4920089374146359,0.1230965505077179,11,1,1
675821,aioquic,10.373497062108456,1,0,BEFORE_DOWNLOAD,0.0725596185421845,1.0,12,10,6.335418155706354,10.715785465557945,0.8276440029086428,8,1,3
284200,quiche,30.21877759155914,1,1,BEFORE_DOWNLOAD,0.586112550187819,1.0,14,12,3.765463059380101,8.842289269895748,1.6390636552312638,13,1,4
16593743,aioquic,243.94548028612817,1,0,BEFORE_DOWNLOAD,15.247509124234426,1.0,8,8,12.290113247737274,38.87089909302122,15.347503115705765,7,1,4
3487525,nginx,6.6910837280665385,1,0,BEFORE_DOWNLOAD,0.0292704761542676,1.0,12,10,2.5062825189251114,1.803377005489343,0.6835478121317884,8,1,3
15170225,nginx,7.610125277949199,1,0,BEFORE_DOWNLOAD,0.0456032648033831,1.0,12,10,5.292730004822859,8.45222952429133,0.8286014556168413,8,1,3
1859797,quiche,13.832419908188776,1,0,BEFORE_DOWNLOAD,0.4865750737049802,1.0,14,12,5.4470591727059485,8.105495120757636,0.8092061622782409,13,1,4
1756662,quicgo,2.4459048860900365,0,0,BEFORE_DOWNLOAD,0.1246035093387359,1.0,10,10,1.8247215812099584,1.1064172963638237,0.2293230805652755,11,1,1
5039250,quicgo,2.574926027466262,0,0,BEFORE_DOWNLOAD,0.0753714778440775,1.0,10,10,1.7545517081116608,1.2840709680924185,0.2037415435130484,11,1,1
2559516,quiche,2.4456126026043363,0,0,BEFORE_DOWNLOAD,0.0452230224065241,1.0,9,9,2.0174207519784884,1.3987855259600632,0.0766583954401916,11,1,1
13531149,quiche,11.995315826809511,1,1,BEFORE_DOWNLOAD,0.5427988519789245,1.0,13,12,7.485452294469551,9.189718475796411,0.7510984932074087,13,1,4
8268339,quicgo,2.904645223437647,0,0,BEFORE_DOWNLOAD,0.0676706975892157,1.0,10,10,2.082818332079276,3.605995490412071,0.0402141840992191,11,1,1
12505391,nginx,202.31895342533804,0,0,AFTER_DOWNLOAD,0.3719018789109797,1.0,10,10,11.715852491629288,77.96224207359379,0.8415884529084663,12,1,4
7938734,aioquic,1700.329729750506,0,0,BEFORE_DOWNLOAD,0.3998665457868491,1.0,13,12,10.703897552109346,14.647019655325115,0.959343222956682,13,1,4
2718729,nginx,2.3318640773434245,0,0,BEFORE_DOWNLOAD,0.0606016680557255,1.0,10,10,1.6379356384277344,0.8315569348090825,0.0666174749398181,11,1,1
12559663,quiche,46.94525744925247,0,1,BEFORE_DOWNLOAD,14.99992260145311,1.0,8,7,7.217097966236884,12.562807771695043,14.69241834288468,5,1,4
2739058,quiche,7.421428371919604,1,0,BEFORE_DOWNLOAD,0.4981634745375802,1.0,14,12,3.332399302374938,4.031035944079606,0.7093032570434169,13,1,4
1974466,quicgo,2.4032386053315333,1,0,BEFORE_DOWNLOAD,0.025249171981348,1.0,9,12,2.114401130387229,1.2004931529827845,0.0811075207307886,15,1,1
1752498,nginx,6.647458704096269,1,0,BEFORE_DOWNLOAD,0.0,1.0,12,10,3.073519176382129,2.7813831204478987,0.5444525959711204,8,1,3
3274486,quiche,13.432258503404116,1,1,BEFORE_DOWNLOAD,0.4897197943400143,1.0,13,12,6.041513930391386,8.242035493862833,0.7987857269628467,13,1,4
14685660,aioquic,1642.1012142288885,0,0,DURING_DOWNLOAD,0.4619841747376798,1.0,8,7,20.921483411697693,29.701424841060813,1.05661690363892,10,1,4
10336255,quiche,12.916975497162063,1,1,BEFORE_DOWNLOAD,0.6623123908698035,1.0,14,12,4.105482042654971,8.84466848816673,0.889129960204773,13,1,4
14380991,nginx,10.970788806066109,1,0,BEFORE_DOWNLOAD,0.035189488807834,1.0,12,10,7.174336366972402,6.764520122705562,0.7421493983160937,8,1,3
12448528,quiche,13.274168915806449,1,1,BEFORE_DOWNLOAD,0.5891355474218087,1.0,14,12,7.587702366173175,7.893065822824794,1.0086616396764847,13,1,4
8382627,quicgo,7.533254341245143,1,0,BEFORE_DOWNLOAD,0.0175919852310459,1.0,12,10,3.24017937811786,3.490257346626457,0.5752165909857412,8,1,3
6921431,aioquic,190.29584905735183,0,0,AFTER_DOWNLOAD,0.5832255022439,1.0,10,10,10.254615710078005,77.35452144226032,1.0483611839180742,12,1,4
13866246,quicgo,2.671836075823042,0,0,BEFORE_DOWNLOAD,0.0877597434882485,1.0,9,9,2.1109538821752767,2.7065068412799578,0.070616517492447,11,1,1
14159736,aioquic,330.6748653710846,0,0,BEFORE_DOWNLOAD,22.053539803714628,1.0,10,10,10.701959615391717,7.951256096861558,18.76570490800245,5,1,4
4688142,quicgo,2.6229648594043606,0,0,BEFORE_DOWNLOAD,0.0629312069606348,1.0,9,10,1.7339343921569177,1.502456948748713,0.0590712535998176,11,1,1
1430248,quicgo,2.2237600887394,0,0,BEFORE_DOWNLOAD,0.0566090258001292,1.0,10,10,1.6379356384277344,0.0771447473094042,0.1033962797133326,11,1,1
10207393,quicgo,2.599182258233917,0,0,BEFORE_DOWNLOAD,0.037822999573738,1.0,9,9,1.949183217790835,0.8266921666341629,0.0865913153754939,11,1,1
614569,nginx,60.202525257764606,0,0,BEFORE_DOWNLOAD,25.010255867976205,1.0,10,10,11.33931712369852,11.866229244199578,28.34071113492105,5,1,4
14833142,quiche,13.300979373691478,1,1,BEFORE_DOWNLOAD,0.5469576128121312,1.0,14,12,4.870677857800096,11.796813881314792,1.088512146676501,13,1,4
10670974,nginx,6.663553622533366,1,0,BEFORE_DOWNLOAD,0.0711835139150357,1.0,12,10,2.06042926821711,2.9351334794748323,0.8846208083980126,8,1,3
13591731,quiche,13.459307514695636,1,1,BEFORE_DOWNLOAD,0.5500512729657737,1.0,13,12,6.487855486323852,9.360368079023502,0.9357314053348358,13,1,4
5073834,quicgo,2.6112071433814648,1,0,BEFORE_DOWNLOAD,0.0034003919631289,1.0,13,12,1.995889923356628,6.461207316321886,0.0568964013727932,11,1,1
2006294,quicgo,2.0912397874456534,0,0,BEFORE_DOWNLOAD,0.1101930681478297,1.0,10,10,1.8320300988403737,0.7624743860967609,0.147539388271139,11,1,1
13737231,quicgo,2.5183475062336584,0,0,BEFORE_DOWNLOAD,0.0710490083303271,1.0,9,9,2.1686086746643296,2.4915681935830944,0.1593111012125593,11,1,1
16414190,nginx,7.4473134690304175,0,0,BEFORE_DOWNLOAD,0.0519660232418502,1.0,12,10,2.5378253587403883,5.050168937017213,1.504027013866574,8,1,3
3497952,nginx,74.20845720894789,0,1,BEFORE_DOWNLOAD,0.6669482733766525,1.0,13,12,12.026968185469746,29.71773486887929,1.5591815188958622,19,1,4
15215380,nginx,7.35486684294678,0,0,BEFORE_DOWNLOAD,0.0566456961799661,1.0,12,10,2.703937322493991,3.2313657315163287,0.8068294089236601,8,1,3
11491720,nginx,7.442980639210876,1,0,BEFORE_DOWNLOAD,0.0933668166590933,1.0,12,10,2.8270307522910656,4.602867600911759,0.7956359232842328,8,1,3
1340580,aioquic,170.66256164546468,0,0,AFTER_DOWNLOAD,0.4716364529942345,1.0,10,8,11.20143327528478,178.34706147555227,1.1943821872288791,12,1,4
2032788,quiche,11.910838851890084,1,1,BEFORE_DOWNLOAD,0.4406085714592812,1.0,13,12,6.05238526329161,6.79153018085279,0.6343497963826163,13,1,4
6040513,nginx,2.1124469786602744,0,0,BEFORE_DOWNLOAD,0.0895559907380155,1.0,10,10,1.6379356384277344,0.0,0.1721110683233337,11,1,1
15233384,quiche,15.403665797508706,1,0,DURING_DOWNLOAD,0.3873862653940043,1.0,13,12,6.505126937012344,67.23493743129667,0.9032827293836856,13,1,4
