handshake_duration,time_to_migration,migration_duration,packets_before_migration,total_bidi_streams_client_init,total_udi_streams_client_init,bytes_sent_client,bytes_sent_server,implementation,version_negotiation_occurred,retry_occurred,migration_type,path_validation_initiated,connection_close_type,Target
10.224103927612305,11.962890625,1.1360645294189453,13.0,1.0,4.0,7194.0,4569.0,quiche,Yes,Yes,BEFORE_DOWNLOAD,Yes,CLIENT_CLOSE,16.753912
1.956939697265625,2.0220279693603516,0.11897087097167969,11.0,1.0,1.0,5677.0,4673.0,quicgo,No,No,BEFORE_DOWNLOAD,Yes,CLIENT_CLOSE,2.4909973
7.365942001342773,8.803844451904297,0.8070468902587891,8.0,1.0,3.0,6070.0,7162.0,nginx,Yes,No,BEFORE_DOWNLOAD,Yes,CLIENT_CLOSE,12.8929615
4.751920700073242,6.166219711303711,0.8718967437744141,13.0,1.0,4.0,7194.0,4568.0,quiche,Yes,Yes,BEFORE_DOWNLOAD,Yes,CLIENT_CLOSE,10.740042
4.423856735229492,5.720853805541992,1.4390945434570312,8.0,1.0,3.0,6071.0,7162.0,nginx,Yes,No,BEFORE_DOWNLOAD,Yes,CLIENT_CLOSE,10.856867
11.959075927734375,13.717889785766602,0.8800029754638672,13.0,1.0,4.0,7269.0,4643.0,quiche,Yes,Yes,BEFORE_DOWNLOAD,Yes,CLIENT_CLOSE,18.558025
6.886005401611328,8.201122283935547,0.8299350738525391,13.0,1.0,4.0,7269.0,4568.0,quiche,Yes,Yes,BEFORE_DOWNLOAD,Yes,CLIENT_CLOSE,11.466026
2.0110607147216797,2.084016799926758,0.10895729064941406,11.0,1.0,1.0,5731.0,4733.0,quicgo,No,No,BEFORE_DOWNLOAD,Yes,CLIENT_CLOSE,2.546072
2.2788047790527344,2.3648738861083984,0.12111663818359375,15.0,1.0,1.0,8355.0,4867.0,quicgo,No,No,BEFORE_DOWNLOAD,Yes,CLIENT_CLOSE,2.8398037
11.148929595947266,81.18295288085938,0.9751319885253906,12.0,1.0,4.0,3372.0,3318.0,aioquic,No,No,DURING_DOWNLOAD,Yes,CLIENT_CLOSE,196.61307
1.9860267639160156,2.0639896392822266,0.14019012451171875,11.0,1.0,1.0,5677.0,4677.0,quicgo,No,No,BEFORE_DOWNLOAD,Yes,CLIENT_CLOSE,2.5379658
9.88006591796875,337.9709777832031,2.9811859130859375,16.0,1.0,4.0,3496.0,3388.0,aioquic,No,No,AFTER_DOWNLOAD,Yes,CLIENT_CLOSE,1373.8839
8.43191146850586,14.818906784057617,15.297174453735352,7.0,1.0,4.0,3153.0,3151.0,aioquic,No,No,BEFORE_DOWNLOAD,Yes,CLIENT_CLOSE,34.424065
4.165172576904297,5.125999450683594,0.5459785461425781,8.0,1.0,3.0,6070.0,7163.0,nginx,Yes,No,BEFORE_DOWNLOAD,Yes,CLIENT_CLOSE,7.1849823
5.505084991455078,6.928920745849609,0.7910728454589844,13.0,1.0,4.0,7269.0,4568.0,quiche,Yes,Yes,BEFORE_DOWNLOAD,Yes,CLIENT_CLOSE,10.242939
9.52005386352539,9.168148040771484,25.21681785583496,5.0,1.0,4.0,3279.0,3031.0,aioquic,No,No,BEFORE_DOWNLOAD,Yes,CLIENT_CLOSE,37.655113
7.161140441894531,8.594989776611328,1.0628700256347656,13.0,1.0,4.0,7269.0,4568.0,quiche,Yes,Yes,BEFORE_DOWNLOAD,Yes,CLIENT_CLOSE,13.235807
2.2230148315429688,2.2869110107421875,0.10418891906738281,11.0,1.0,1.0,5731.0,4722.0,quicgo,No,No,BEFORE_DOWNLOAD,Yes,CLIENT_CLOSE,2.7480125
6.734132766723633,8.111000061035156,0.9381771087646484,13.0,1.0,4.0,7269.0,4568.0,quiche,Yes,Yes,BEFORE_DOWNLOAD,Yes,CLIENT_CLOSE,12.585163
11.797904968261719,646.0029907226562,2.705097198486328,20.0,1.0,4.0,3685.0,3399.0,aioquic,No,No,AFTER_DOWNLOAD,Yes,CLIENT_CLOSE,1681.434
6.671905517578125,8.440017700195312,1.071929931640625,13.0,1.0,4.0,7269.0,4568.0,quiche,Yes,Yes,BEFORE_DOWNLOAD,Yes,CLIENT_CLOSE,13.432026
7.426023483276367,8.907079696655273,0.8389949798583984,13.0,1.0,4.0,7194.0,4568.0,quiche,Yes,Yes,BEFORE_DOWNLOAD,Yes,CLIENT_CLOSE,13.762951
3.5750865936279297,4.413843154907227,0.5810260772705078,8.0,1.0,3.0,6070.0,7162.0,nginx,Yes,No,BEFORE_DOWNLOAD,Yes,CLIENT_CLOSE,6.829977
11.41214370727539,674.52001953125,3.2529830932617188,19.0,1.0,4.0,3503.0,3522.0,aioquic,No,No,AFTER_DOWNLOAD,Yes,CLIENT_CLOSE,1694.915
6.541967391967773,9.364128112792969,0.9758472442626953,13.0,1.0,4.0,7269.0,4568.0,quiche,Yes,Yes,BEFORE_DOWNLOAD,Yes,CLIENT_CLOSE,13.168097
3.8330554962158203,4.629850387573242,0.5540847778320312,8.0,1.0,3.0,6070.0,7163.0,nginx,Yes,No,BEFORE_DOWNLOAD,Yes,CLIENT_CLOSE,6.9539547
5.689144134521484,7.140874862670898,0.9989738464355469,13.0,1.0,4.0,7269.0,4568.0,quiche,Yes,Yes,BEFORE_DOWNLOAD,Yes,CLIENT_CLOSE,11.767864
2.429962158203125,2.5169849395751953,0.1239776611328125,15.0,1.0,1.0,8355.0,4873.0,quicgo,No,No,BEFORE_DOWNLOAD,Yes,CLIENT_CLOSE,2.984047
3.8299560546875,4.884004592895508,0.5581378936767578,8.0,1.0,3.0,6070.0,7163.0,nginx,Yes,No,BEFORE_DOWNLOAD,Yes,CLIENT_CLOSE,7.4419975
1.7249584197998047,1.8000602722167969,0.09989738464355469,11.0,1.0,1.0,5676.0,4675.0,quicgo,No,No,BEFORE_DOWNLOAD,Yes,CLIENT_CLOSE,2.2509098
6.058216094970703,7.687091827392578,0.7920265197753906,13.0,1.0,4.0,7194.0,4568.0,quiche,Yes,Yes,BEFORE_DOWNLOAD,Yes,CLIENT_CLOSE,12.80117
10.326862335205078,25.91705322265625,15.798807144165039,7.0,1.0,4.0,3283.0,3355.0,aioquic,No,No,BEFORE_DOWNLOAD,Yes,CLIENT_CLOSE,372.6759
10.534048080444336,12.79902458190918,1.0828971862792969,13.0,1.0,4.0,7269.0,4568.0,quiche,Yes,Yes,BEFORE_DOWNLOAD,Yes,CLIENT_CLOSE,16.72697
2.268075942993164,2.3419857025146484,0.11801719665527344,11.0,1.0,1.0,5677.0,4675.0,quicgo,No,No,BEFORE_DOWNLOAD,Yes,CLIENT_CLOSE,2.840042
4.688024520874023,6.011962890625,0.8800029754638672,13.0,1.0,4.0,7269.0,4568.0,quiche,Yes,Yes,BEFORE_DOWNLOAD,Yes,CLIENT_CLOSE,11.512041
2.3560523986816406,2.468109130859375,0.1270771026611328,14.0,1.0,1.0,8373.0,4799.0,quicgo,No,No,BEFORE_DOWNLOAD,Yes,CLIENT_CLOSE,2.9451847
6.764888763427734,8.279085159301758,1.4188289642333984,13.0,1.0,4.0,7270.0,4569.0,quiche,Yes,Yes,BEFORE_DOWNLOAD,Yes,CLIENT_CLOSE,13.443947
3.3960342407226562,4.169940948486328,0.5540847778320312,8.0,1.0,3.0,6070.0,7163.0,nginx,Yes,No,BEFORE_DOWNLOAD,Yes,CLIENT_CLOSE,6.7350864
3.5200119018554688,4.339933395385742,0.5550384521484375,8.0,1.0,3.0,6070.0,7162.0,nginx,Yes,No,BEFORE_DOWNLOAD,Yes,CLIENT_CLOSE,6.62899
2.251148223876953,2.3381710052490234,0.10800361633300781,11.0,1.0,1.0,5731.0,4725.0,quicgo,No,No,BEFORE_DOWNLOAD,Yes,CLIENT_CLOSE,2.8259754
2.6051998138427734,2.7000904083251953,0.11706352233886719,11.0,1.0,1.0,5731.0,4727.0,quicgo,No,No,BEFORE_DOWNLOAD,Yes,CLIENT_CLOSE,3.139019
8.528947830200195,76.59101867675781,1.0418891906738281,12.0,1.0,4.0,3490.0,3263.0,aioquic,No,No,DURING_DOWNLOAD,Yes,CLIENT_CLOSE,331.1949
8.547067642211914,10.267019271850586,1.0790824890136719,13.0,1.0,4.0,7194.0,4568.0,quiche,Yes,Yes,BEFORE_DOWNLOAD,Yes,CLIENT_CLOSE,15.05208
12.322187423706055,14.399051666259766,15.733003616333008,7.0,1.0,4.0,3218.0,3348.0,aioquic,No,No,BEFORE_DOWNLOAD,Yes,CLIENT_CLOSE,191.93005
3.837108612060547,4.848957061767578,0.6220340728759766,8.0,1.0,3.0,6070.0,7162.0,nginx,Yes,No,BEFORE_DOWNLOAD,Yes,CLIENT_CLOSE,7.4050426
3.4379959106445312,4.409074783325195,0.5700588226318359,8.0,1.0,3.0,6070.0,7162.0,nginx,Yes,No,BEFORE_DOWNLOAD,Yes,CLIENT_CLOSE,7.6491833
12.17794418334961,49.55101013183594,0.9829998016357422,13.0,1.0,4.0,3437.0,3388.0,aioquic,No,No,DURING_DOWNLOAD,Yes,CLIENT_CLOSE,329.1309
9.276866912841797,26.674985885620117,15.929937362670898,7.0,1.0,4.0,3414.0,3491.0,aioquic,No,No,BEFORE_DOWNLOAD,Yes,CLIENT_CLOSE,676.6808
9.721994400024414,351.03106689453125,2.8791427612304688,16.0,1.0,4.0,3437.0,3386.0,aioquic,No,No,AFTER_DOWNLOAD,Yes,CLIENT_CLOSE,1379.4062
7.331132888793945,8.359909057617188,0.7851123809814453,8.0,1.0,3.0,6070.0,7162.0,nginx,Yes,No,BEFORE_DOWNLOAD,Yes,CLIENT_CLOSE,11.898041
5.091190338134766,6.106138229370117,0.5869865417480469,8.0,1.0,3.0,6070.0,7163.0,nginx,Yes,No,BEFORE_DOWNLOAD,Yes,CLIENT_CLOSE,8.502007
7.184028625488281,9.603023529052734,0.9248256683349609,13.0,1.0,4.0,7194.0,4568.0,quiche,Yes,Yes,BEFORE_DOWNLOAD,Yes,CLIENT_CLOSE,15.39588
5.079984664916992,6.806850433349609,0.9300708770751953,13.0,1.0,4.0,7269.0,4568.0,quiche,Yes,Yes,BEFORE_DOWNLOAD,Yes,CLIENT_CLOSE,12.73489
12.370109558105469,72.05390930175781,1.2052059173583984,12.0,1.0,4.0,3425.0,3195.0,aioquic,No,No,DURING_DOWNLOAD,Yes,CLIENT_CLOSE,168.42007
1.7189979553222656,1.7910003662109375,0.12087821960449219,11.0,1.0,1.0,5730.0,4740.0,quicgo,No,No,BEFORE_DOWNLOAD,Yes,CLIENT_CLOSE,2.4049282
1.7669200897216797,1.8460750579833984,0.13899803161621094,11.0,1.0,1.0,5730.0,4726.0,quicgo,No,No,BEFORE_DOWNLOAD,Yes,CLIENT_CLOSE,2.325058
2.2640228271484375,2.3288726806640625,0.1289844512939453,11.0,1.0,1.0,5731.0,4733.0,quicgo,No,No,BEFORE_DOWNLOAD,Yes,CLIENT_CLOSE,2.7730465
2.488851547241211,2.5548934936523438,0.11014938354492188,15.0,1.0,1.0,8355.0,4866.0,quicgo,No,No,BEFORE_DOWNLOAD,Yes,CLIENT_CLOSE,3.0369759
3.729104995727539,4.543066024780273,0.6060600280761719,8.0,1.0,3.0,6070.0,7162.0,nginx,Yes,No,BEFORE_DOWNLOAD,Yes,CLIENT_CLOSE,7.0381165
1.8160343170166016,1.8990039825439453,0.11682510375976562,11.0,1.0,1.0,5676.0,4678.0,quicgo,No,No,BEFORE_DOWNLOAD,Yes,CLIENT_CLOSE,2.368927
2.727031707763672,2.8078556060791016,0.11610984802246094,15.0,1.0,1.0,8355.0,4869.0,quicgo,No,No,BEFORE_DOWNLOAD,Yes,CLIENT_CLOSE,3.2978058
10.555028915405273,642.609130859375,2.6960372924804688,19.0,1.0,4.0,3685.0,3404.0,aioquic,No,No,AFTER_DOWNLOAD,Yes,CLIENT_CLOSE,1672.3702
11.140823364257812,13.342142105102539,2.6450157165527344,11.0,1.0,4.0,7344.0,4579.0,quiche,Yes,Yes,BEFORE_DOWNLOAD,Yes,CLIENT_CLOSE,20.282984
35.974979400634766,53.55906677246094,1.4159679412841797,10.0,1.0,4.0,3359.0,3062.0,aioquic,No,No,AFTER_DOWNLOAD,Yes,CLIENT_CLOSE,1075.058
10.195016860961914,169.931884765625,1.6260147094726562,13.0,1.0,4.0,3301.0,3324.0,aioquic,No,No,AFTER_DOWNLOAD,Yes,CLIENT_CLOSE,1196.206
4.042148590087891,4.884958267211914,0.5879402160644531,8.0,1.0,3.0,6070.0,7162.0,nginx,Yes,No,BEFORE_DOWNLOAD,Yes,CLIENT_CLOSE,7.4329376
10.406017303466797,65.67096710205078,0.7879734039306641,10.0,1.0,4.0,3190.0,3185.0,aioquic,No,No,AFTER_DOWNLOAD,Yes,CLIENT_CLOSE,1075.903
9.489059448242188,11.021137237548828,1.1768341064453125,13.0,1.0,4.0,7194.0,4568.0,quiche,Yes,Yes,BEFORE_DOWNLOAD,Yes,CLIENT_CLOSE,15.627146
7.137060165405273,8.668899536132812,0.8990764617919922,13.0,1.0,4.0,7269.0,4568.0,quiche,Yes,Yes,BEFORE_DOWNLOAD,Yes,CLIENT_CLOSE,12.92181
5.172967910766602,6.798982620239258,0.9980201721191406,13.0,1.0,4.0,7269.0,4568.0,quiche,Yes,Yes,BEFORE_DOWNLOAD,Yes,CLIENT_CLOSE,11.96003
7.353782653808594,9.484052658081055,1.0159015655517578,13.0,1.0,4.0,7269.0,4568.0,quiche,Yes,Yes,BEFORE_DOWNLOAD,Yes,CLIENT_CLOSE,14.613152
7.903099060058594,9.843111038208008,0.9708404541015625,13.0,1.0,4.0,7269.0,4568.0,quiche,Yes,Yes,BEFORE_DOWNLOAD,Yes,CLIENT_CLOSE,14.090061
6.485939025878906,8.023977279663086,0.8831024169921875,13.0,1.0,4.0,7194.0,4568.0,quiche,Yes,Yes,BEFORE_DOWNLOAD,Yes,CLIENT_CLOSE,13.03196
2.2978782653808594,2.418994903564453,0.15282630920410156,11.0,1.0,1.0,5677.0,4668.0,quicgo,No,No,BEFORE_DOWNLOAD,Yes,CLIENT_CLOSE,2.9768944
1.772165298461914,1.8241405487060547,0.09298324584960938,11.0,1.0,1.0,5730.0,4719.0,quicgo,No,No,BEFORE_DOWNLOAD,Yes,CLIENT_CLOSE,2.2771358
3.757953643798828,4.637956619262695,0.5741119384765625,8.0,1.0,3.0,6070.0,7162.0,nginx,Yes,No,BEFORE_DOWNLOAD,Yes,CLIENT_CLOSE,7.1229935
9.765148162841797,9.562969207763672,11.582136154174805,5.0,1.0,4.0,3207.0,3026.0,aioquic,No,No,BEFORE_DOWNLOAD,Yes,CLIENT_CLOSE,33.730984
13.885974884033203,15.516996383666992,0.8981227874755859,13.0,1.0,4.0,7194.0,4568.0,quiche,Yes,Yes,BEFORE_DOWNLOAD,Yes,CLIENT_CLOSE,20.056963
4.853963851928711,5.66411018371582,0.5970001220703125,8.0,1.0,3.0,6070.0,7162.0,nginx,Yes,No,BEFORE_DOWNLOAD,Yes,CLIENT_CLOSE,8.139133
11.38615608215332,195.97315979003906,3.0188560485839844,13.0,1.0,4.0,3373.0,3318.0,aioquic,No,No,AFTER_DOWNLOAD,Yes,CLIENT_CLOSE,1241.3561
2.0999908447265625,2.1638870239257812,0.1220703125,11.0,1.0,1.0,5731.0,4735.0,quicgo,No,No,BEFORE_DOWNLOAD,Yes,CLIENT_CLOSE,2.6328564
1.7211437225341797,1.7850399017333984,0.12302398681640625,11.0,1.0,1.0,5730.0,4735.0,quicgo,No,No,BEFORE_DOWNLOAD,Yes,CLIENT_CLOSE,2.3140907
3.6149024963378906,4.405975341796875,0.5629062652587891,8.0,1.0,3.0,6070.0,7162.0,nginx,Yes,No,BEFORE_DOWNLOAD,Yes,CLIENT_CLOSE,6.561041
2.1479129791259766,2.212047576904297,0.11301040649414062,11.0,1.0,1.0,5677.0,4676.0,quicgo,No,No,BEFORE_DOWNLOAD,Yes,CLIENT_CLOSE,2.6688576
8.569002151489258,8.268117904663086,14.602899551391602,5.0,1.0,4.0,3402.0,3233.0,aioquic,No,No,BEFORE_DOWNLOAD,Yes,CLIENT_CLOSE,340.62814
2.5179386138916016,2.5849342346191406,0.1380443572998047,11.0,1.0,1.0,5731.0,4728.0,quicgo,No,No,BEFORE_DOWNLOAD,Yes,CLIENT_CLOSE,3.1659603
4.86302375793457,6.421089172363281,0.9849071502685547,13.0,1.0,4.0,7269.0,4643.0,quiche,Yes,Yes,BEFORE_DOWNLOAD,Yes,CLIENT_CLOSE,12.401104
5.855083465576172,7.412910461425781,0.9000301361083984,13.0,1.0,4.0,7194.0,4568.0,quiche,Yes,Yes,BEFORE_DOWNLOAD,Yes,CLIENT_CLOSE,11.602879
6.480932235717773,7.925987243652344,0.9679794311523438,13.0,1.0,4.0,7194.0,4568.0,quiche,Yes,Yes,BEFORE_DOWNLOAD,Yes,CLIENT_CLOSE,12.355089
10.169029235839844,75.74891662597656,1.2080669403076172,12.0,1.0,4.0,3372.0,3386.0,aioquic,No,No,DURING_DOWNLOAD,Yes,CLIENT_CLOSE,350.2331
9.006977081298828,24.478912353515625,15.330076217651367,7.0,1.0,4.0,3413.0,3491.0,aioquic,No,No,BEFORE_DOWNLOAD,Yes,CLIENT_CLOSE,672.549
4.81104850769043,6.323814392089844,0.9360313415527344,13.0,1.0,4.0,7194.0,4568.0,quiche,Yes,Yes,BEFORE_DOWNLOAD,Yes,CLIENT_CLOSE,11.096954
7.974147796630859,9.837865829467773,1.1730194091796875,13.0,1.0,4.0,7194.0,4569.0,quiche,Yes,Yes,BEFORE_DOWNLOAD,Yes,CLIENT_CLOSE,14.469862
